paper_id,first_author,publication_year,title,publication,period,game_primary,franchise,er_code,er_confidence,kf_primary,kf_coprimary,nc_level,abstract_accessed,indigenous_paper,pokemon_cluster,irr_sample,training_set,coder_notes
Galloway2024b,Galloway,2024,Sounds of Extraction and Collection and Listening to the Pixelated Resources of Stardew Valley and Animal Crossing,Music and Sonic Environments in Video Games: Listening to and Performing Ludic Soundscapes,2023-2025,,AnimalCrossing,,,,,,N,N,N,,,
Harrison2024,Harrison,2024,Sound and zoonotic spillover: listening to Animal Crossing: New Horizons through the Covid-19 pandemic,Sound Studies: An Interdisciplinary Journal,2023-2025,,AnimalCrossing,,,,,,N,N,N,,,
Hartner2024,Hartner,2024,"Playing (with) the Post-Apocalypse: Nature, Ruins, and American Retrotopia in The Last of Us (2013)",Anglistik: International Journal of English Studies,2023-2025,,LastOfUs,,,,,,N,N,N,,,
Ho2024,Ho,2024,Should Animal Crossing be environmentally conscious?,AI & Society,2023-2025,,AnimalCrossing,,,,,,N,N,N,,,
Joyce2024,Joyce,2024,Horizon Zero Dawn as Genre-Medium Coevolution,"End-Game: Apocalyptic Video Games, Contemporary Society, and Digital Media Culture",2023-2025,,Horizon,,,,,,N,N,N,,,
Kordyaka2024,Kordyaka,2024,Exploring the association between engagement with location-based game features and geting inspired about environmental issues and nature,Proceedings of the CHI Conference on Human Factors in Computing Systems,2023-2025,,None,,,,,,N,N,N,,,
Kumral2024,Kumral,2024,"Adapt and Die: Ecocriticism and the Lovecraftian Sublime in Rainworld, Outer Wilds, Frostpunk, and Factorio",dissertation,2023-2025,,None,,,,,,N,N,N,,,
Laato2024,Laato,2024,Gamification of walking in nature: A field experiment with Pokémon GO Routes,Proceedings of the ACM on Human-Computer Interaction,2023-2025,,Pokémon,,,,,,N,N,N,,,
Law2024,Law,2024,Digital creativity and ecolinguistics: An analysis of Final Fantasy VII Remake Intergrade,Journal of Language and Pop Culture,2023-2025,,FinalFantasy,,,,,,N,N,N,,,
Lee2024,Lee,2024,What Could Be Worse Than Death? Untangling Entangled Existence in The Last of Us (2013),The Neutral: Graduate Journal of Cinema and Media Studies,2023-2025,,LastOfUs,,,,,,N,N,N,,,
Loring2024,Loring,2024,Redefining the Monstrous-Feminine: Applying a Postfeminist (Eco) Gothic Reading to Horror Video Games,dissertation,2023-2025,,None,,,,,,N,N,N,,,
Martin2024,Martin,2024,Playing to Understand the Environment: From Superficial Skins to Truly Ecological Gameplays,Video Games and Environmental Humanities: Playing to Save The World,2023-2025,,None,,,,,,N,N,N,,,
May2024a,May,2024,"Apocalypse as practice: Labour, technology and environment in Death Stranding",Journal of Gaming & Virtual Worlds,2023-2025,,None,,,,,,N,N,N,,,
May2024b,May,2024,Dark Entanglement and Visions of the Post-Anthropocene in Battlefield 2042,Journal of Games Criticism,2023-2025,,None,,,,,,N,N,N,Y,,
May2024c,May,2024,Undead Ecosystems: Death Stranding and the Contemporary Video-Game Zombie,"End-Game: Apocalyptic Video Games, Contemporary Society, and Digital Media Culture",2023-2025,,None,,,,,,N,N,N,,,
May2024d,May,2024,"Capitalocene Horizons: Producing, Exploiting and Mourning Nature in Animal Crossing: New Horizons",Proceedings of DiGRA 2024,2023-2025,,AnimalCrossing,,,,,,N,N,N,Y,,
Mejeur2024,Mejeur,2024,Burning Closets and Nights in the Woods: Queer Environments and Ecological Alliances in Video Games,"Regeneration: Environment, Art, Culture",2023-2025,,None,,,,,,N,N,N,Y,,
Milburn2024,Milburn,2024,Mutate or Die: Neo-Lamarckian Ecogames and Responsible Evolution,Ecogames: Playful Perspectives on the Climate Crisis,2023-2025,,None,,,,,,N,N,N,Y,,
Moore2024,Moore,2024,Auroral Heliotropes of the Anthropocene and Wandering the “Quiet Apocalypse” of The Long Dark (2017),Video Games and Environmental Humanities: Playing to Save The World,2023-2025,,None,,,,,,N,N,N,,,
Morrow2024,Morrow,2024,Wilderness Ecologies in Red Dead Redemption 2 and Horizon Zero Dawn,Video Games and Environmental Humanities: Playing to Save The World,2023-2025,,RDR2,,,,,,N,N,N,,,
Mukherjee2024,Mukherjee,2024,"No Cyclones in Age of Empires: Empire, Ecology, and Video Games",Ecogames: Playful Perspectives on the Climate Crisis,2023-2025,,None,,,,,,N,N,N,Y,,
Murray2024,Murray,2024,"Postcoloniality, Ecocriticism and Lessons from the Playable Landscape",Ecogames: Playful Perspectives on the Climate Crisis,2023-2025,,None,,,,,,N,N,N,,,
Möring2024,Möring,2024,Climate-Game-Worlds: A Media-Aesthetic Look at the Depiction and Function of Climate in Computer Games,Ecogames: Playful Perspectives on the Climate Crisis,2023-2025,,None,,,,,,N,N,N,,,
Navarro-Remesal2024,Navarro-Remesal,2024,Healing a Life out of Balance: Slowness and Ecosophy in Death Stranding,Ecogames: Playful Perspectives on the Climate Crisis,2023-2025,,None,,,,,,N,N,N,,,
Ng2024,Ng,2024,Uses and Gratifications of Biophilic Simulation Games,Games and Culture,2023-2025,,None,,,,,,N,N,N,,,
opdeBeke2024,op de Beke,2024,Ecogames: An Introduction,Ecogames: Playful Perspectives on the Climate Crisis,2023-2025,,None,,,,,,N,N,N,,,
Pais2024,Pais,2024,Exploring more-than-human worlds and becoming with living and non-living entities through play,DRS2024: Boston,2023-2025,,None,,,,,,N,N,N,,,
Piano2024,Piano,2024,Greening Vvanderfell. An Ecocritical Retrospective on The Elder Scrolls III: Morrowind,Proceedings of DiGRA 2024,2023-2025,,None,,,,,,N,N,N,,,
Pinder2024a,Pinder,2024,Monstrous Gatekeepers – Eco-gothic Bodies in Video Games,Monsters and Monstrosity in Media: Reflections on Vulnerability,2023-2025,,None,,,,,,N,N,N,,,
Pinder2024b,Pinder,2024,"“So, the Snake’s Finally Come Out of His Hole”: Liminal Relationships between Humans and Nature in the Metal Gear Solid Series",Metal Gear Solid Series: Critical Essays and New Perspectives,2023-2025,,None,,,,,,N,N,N,,,
Pinder2024c,Pinder,2024,Negotiating Anthropocentrism and Ecologies in Cozy Games,Replay,2023-2025,,None,,,,,,N,N,N,,,
Price2024,Price,2024,Greening a Green Beret: Diamond Dogs as Environmental Enforcement for Hire in Metal Gear Solid V: The Phantom Pain,Metal Gear Solid Series: Critical Essays and New Perspectives,2023-2025,,None,,,,,,N,N,N,,,
Rago2024,Rago,2024,Digital Pastoralism: Comparing Japanese and U.S. Notions of Pastoral in Videogames,dissertation,2023-2025,,None,,,,,,N,N,N,,,
Rangel2024,Rangel,2024,Pokémon as a playful and didactic tool for teaching about ecological interactions,Journal of Biological Education,2023-2025,,Pokémon,,,,,,N,N,N,,,
Ross2024,Ross,2024,Using Video Games and Play to Tell Climate Stories,Communicating Climate: How to Transmit Your Climate Message and Avoid Greenwashing,2023-2025,,None,,,,,,N,N,N,,,
Ruffino2024,Ruffino,2024,"Videogames, the Anthropocene, and Other Problems of Scale: Methodological Notes for the Study of Digital Games in Times of Ecological Crisis",Journal of Games Criticism,2023-2025,,None,,,,,,N,N,N,,,
Salvador2024a,Salvador,2024,The birds of Fate/Grand Order,Journal of Geek Studies,2023-2025,,None,,,,,,N,N,Y,,,
Salvador2024b,Salvador,2024,"What's the deal with the blue ""robins"" in gacha games?",Journal of Geek Studies,2023-2025,,None,,,,,,N,N,Y,,,
Seller2024,Seller,2024,Hiding (in) the Tall Grass: Rethinking Background Assets in Video Game Plantscapes,Ecogames: Playful Perspectives on the Climate Crisis,2023-2025,,None,,,,,,N,N,N,,,
SilvaAprile2024,Silva Aprile,2024,Gamificação como metodologia ativa no ensino sobre fungos: uma análise a partir das experiências em Baldur's Gate 3 e The Last of Us,A Bruxa,2023-2025,,LastOfUs,,,,,,N,N,Y,Y,,
Spors2024,Spors,2024,Ecological In/congruence: Becoming Sensitised to Nature in Video Games through Humanistic First-Person Research,Proceedings of the CHI Conference on Human Factors in Computing Systems,2023-2025,,None,,,,,,N,N,N,,,
Stokes2024,Stokes,2024,Ecological Precarity and Techno-Utopianism in the Soundscapes of The Legend of Zelda: Breath of the Wild,Music and Sonic Environments in Video Games: Listening to and Performing Ludic Soundscapes,2023-2025,,None,,,,,,N,N,N,,,
Tlili2024,Tlili,2024,How environmental perception affects players’ in-game behaviors? Towards developing games in compliance with sustainable development goals,Entertainment Computing,2023-2025,,None,,,,,,N,N,N,,,
Torres2024,Torres,2024,"Animal Agency. Colapso, encuadres morales e incomunicabilidad en el videojuego ecológico",Hipertext.net,2023-2025,,None,,,,,,N,N,N,,,
Trépanier-Jobin2024,Trépanier-Jobin,2024,The Underrealized Ecocritical Potential of ABZÛ,Ecogames: Playful Perspectives on the Climate Crisis,2023-2025,,None,,,,,,N,N,N,,,
UNEP2024,UNEP,2024,Playing for the Planet Annual Impact Report 2023,Playing for the Planet Annual Impact Report 2023,2023-2025,,None,,,,,,N,N,N,,,
Werning2024,Werning,2024,Remediating Green Practices: Landscape Photography and Nature Documentary Filmmaking in Video Games,Ecogames: Playful Perspectives on the Climate Crisis,2023-2025,,None,,,,,,N,N,N,,,
Whittington2024,Whittington,2024,"Observant Play and Modding: The Postcolonial, Environmentalist Playthrough of Minecraft",Proceedings of DiGRA 2024,2023-2025,,Minecraft,,,,,,N,N,N,,,
Wilde2024,Wilde,2024,"Posthumanist, post-apocalyptic, and post-anthropocentric possibilities: Kantian morals and posthuman ethics in My Friend is a Raven",Journal of Games Criticism,2023-2025,,None,,,,,,N,N,N,,,
Woolbright2024,Woolbright,2024,Giving Pandemic a Face: Ecophobia in A Plague Tale: Innocence,"End-Game: Apocalyptic Video Games, Contemporary Society, and Digital Media Culture",2023-2025,,None,,,,,,N,N,N,,,
Wragg2024,Wragg,2024,Outdoor Play Mediated through Pokémon: Facing the Snorlax,"Routledge Handbook of Mobile Technology, Social Media and the Outdoors",2023-2025,,Pokémon,,,,,,N,N,N,,,
Youngblood2024,Youngblood,2024,"""Have You Ever Heard a Worm Sing?"": The Spectral Ecology of Kentucky Route Zero, Act V",Ecogames: Playful Perspectives on the Climate Crisis,2023-2025,,None,,,,,,N,N,N,,,
Özgü2024,Özgü,2024,From Arthurian Narratives to MMORPGs: Towards an Ethics of Virtual Ecologies,folklor/edebiyat,2023-2025,,None,,,,,,N,N,N,,,
Alcott2025,Alcott,2025,GC Insights: The Anthro-Pokécene – environmental impacts echoed in the Pokémon world,Geoscience Communication,2023-2025,,Pokémon,,,,,,N,N,N,,,
Daiiani2025,Daiiani,2025,Gameful interventions for pro-environmental attitude change,International Journal of Human-Computer Studies,2023-2025,,None,,,,,,N,N,N,,,
Dragomir2025,Dragomir,2025,One Does Not Simply Play a Game: Tapping into Game Worlds as Cultural Texts,Digital Studies/Le champ numérique,2023-2025,,None,,,,,,N,N,N,,,
Fisher2025,Fisher,2025,"Minecraft, Mangroves, and Dialogic Potential: An Analysis of Video Game Live Streaming and its Implications for Public Relations Research",dissertation,2023-2025,,Minecraft,,,,,,N,N,N,,,
Gonzales2025,Gonzales,2025,Overlapping Expectations: Studying the Genre Relationship of Open-World and Ecocritical Genres,Interactive Storytelling,2023-2025,,None,,,,,,N,N,N,,,
Minnen2025,Minnen,2025,Dangerous Collection: The Decolonization of Victorian Botany in Strange Horticulture,unpublished,2023-2025,,None,,,,,,N,Y,N,,,
Reed2025,Reed,2025,Young people's networked constructions of nature: Evidence from a qualitative multiple case study in the United Kingdom,People and Nature,2023-2025,,None,,,,,,N,N,N,,,
Wibowo2025,Wibowo,2025,Documentary Film Video Games as a Learning Medium to Increase Awareness of Climate Change,Visual Heritage: Jurnal Kreasi Seni dan Budaya,2023-2025,,None,,,,,,N,N,N,,,
Williams2025,Williams,2025,Horizon's Anthropocene: Conservation Psychology and Environmentalism,"Broadening Horizon: Essays on Environment, Culture, Identity and Myth in the Game Franchise",2023-2025,,None,,,,,,N,N,N,,,
